Entity,Code,Date,TotalConfirmedDeaths,DailyNewConfirmedDeaths
Lebanon,LBN,"Apr 14, 2020",20,
Lebanon,LBN,"Apr 15, 2020",21,1
Lebanon,LBN,"Apr 16, 2020",21,
Lebanon,LBN,"Apr 17, 2020",21,
Lebanon,LBN,"Apr 18, 2020",21,
Lebanon,LBN,"Apr 19, 2020",21,
Lebanon,LBN,"Apr 20, 2020",21,
Lebanon,LBN,"Apr 21, 2020",21,
Lebanon,LBN,"Apr 22, 2020",21,
Lebanon,LBN,"Apr 23, 2020",22,1
Lebanon,LBN,"Apr 24, 2020",22,
Lebanon,LBN,"Apr 25, 2020",22,
Lebanon,LBN,"Apr 26, 2020",24,2
Lebanon,LBN,"Apr 27, 2020",24,
Liberia,LBR,"Apr 5, 2020",1,1
Liberia,LBR,"Apr 6, 2020",3,2
Liberia,LBR,"Apr 7, 2020",3,
Liberia,LBR,"Apr 8, 2020",3,
Liberia,LBR,"Apr 9, 2020",4,1
Liberia,LBR,"Apr 10, 2020",4,
Liberia,LBR,"Apr 11, 2020",4,
Liberia,LBR,"Apr 12, 2020",5,1
Liberia,LBR,"Apr 13, 2020",5,
Liberia,LBR,"Apr 14, 2020",6,1
Liberia,LBR,"Apr 15, 2020",6,
Liberia,LBR,"Apr 16, 2020",6,
Liberia,LBR,"Apr 17, 2020",6,
Liberia,LBR,"Apr 18, 2020",7,1
Liberia,LBR,"Apr 19, 2020",7,
Liberia,LBR,"Apr 20, 2020",8,1
Liberia,LBR,"Apr 21, 2020",8,
Liberia,LBR,"Apr 22, 2020",8,
Liberia,LBR,"Apr 23, 2020",8,
Liberia,LBR,"Apr 24, 2020",8,
Liberia,LBR,"Apr 25, 2020",8,
Liberia,LBR,"Apr 26, 2020",11,3
Liberia,LBR,"Apr 27, 2020",12,1
Libya,LBY,"Apr 3, 2020",1,1
Libya,LBY,"Apr 4, 2020",1,
Libya,LBY,"Apr 5, 2020",1,
Libya,LBY,"Apr 6, 2020",1,
Libya,LBY,"Apr 7, 2020",1,
Libya,LBY,"Apr 8, 2020",1,
Libya,LBY,"Apr 9, 2020",1,
Libya,LBY,"Apr 10, 2020",1,
Libya,LBY,"Apr 11, 2020",1,
Libya,LBY,"Apr 12, 2020",1,
Libya,LBY,"Apr 13, 2020",1,
Libya,LBY,"Apr 14, 2020",1,
Libya,LBY,"Apr 15, 2020",1,
Libya,LBY,"Apr 16, 2020",1,
Libya,LBY,"Apr 17, 2020",1,
Libya,LBY,"Apr 18, 2020",1,
Libya,LBY,"Apr 19, 2020",1,
Libya,LBY,"Apr 20, 2020",1,
Libya,LBY,"Apr 21, 2020",1,
Libya,LBY,"Apr 22, 2020",1,
Libya,LBY,"Apr 23, 2020",1,
Libya,LBY,"Apr 24, 2020",2,1
Libya,LBY,"Apr 25, 2020",2,
Libya,LBY,"Apr 26, 2020",2,
Libya,LBY,"Apr 27, 2020",2,
Liechtenstein,LIE,"Apr 5, 2020",1,1
Liechtenstein,LIE,"Apr 6, 2020",1,
Liechtenstein,LIE,"Apr 7, 2020",1,
Liechtenstein,LIE,"Apr 8, 2020",1,
Liechtenstein,LIE,"Apr 9, 2020",1,
Liechtenstein,LIE,"Apr 10, 2020",1,
Liechtenstein,LIE,"Apr 11, 2020",1,
Liechtenstein,LIE,"Apr 12, 2020",1,
Liechtenstein,LIE,"Apr 13, 2020",1,
Liechtenstein,LIE,"Apr 14, 2020",1,
Liechtenstein,LIE,"Apr 15, 2020",1,
Liechtenstein,LIE,"Apr 16, 2020",1,
Liechtenstein,LIE,"Apr 17, 2020",1,
Liechtenstein,LIE,"Apr 18, 2020",1,
Liechtenstein,LIE,"Apr 19, 2020",1,
Liechtenstein,LIE,"Apr 20, 2020",1,
Liechtenstein,LIE,"Apr 21, 2020",1,
Liechtenstein,LIE,"Apr 22, 2020",1,
Liechtenstein,LIE,"Apr 23, 2020",1,
Liechtenstein,LIE,"Apr 24, 2020",1,
Liechtenstein,LIE,"Apr 25, 2020",1,
Liechtenstein,LIE,"Apr 26, 2020",1,
Liechtenstein,LIE,"Apr 27, 2020",1,
Lithuania,LTU,"Mar 21, 2020",1,1
Lithuania,LTU,"Mar 22, 2020",1,
Lithuania,LTU,"Mar 23, 2020",1,
Lithuania,LTU,"Mar 24, 2020",1,
Lithuania,LTU,"Mar 25, 2020",2,1
Lithuania,LTU,"Mar 26, 2020",4,2
Lithuania,LTU,"Mar 27, 2020",4,
Lithuania,LTU,"Mar 28, 2020",5,1
Lithuania,LTU,"Mar 29, 2020",7,2
Lithuania,LTU,"Mar 30, 2020",7,
Lithuania,LTU,"Mar 31, 2020",7,
Lithuania,LTU,"Apr 1, 2020",7,
Lithuania,LTU,"Apr 2, 2020",8,1
Lithuania,LTU,"Apr 3, 2020",9,1
Lithuania,LTU,"Apr 4, 2020",9,
Lithuania,LTU,"Apr 5, 2020",9,
Lithuania,LTU,"Apr 6, 2020",13,4
Lithuania,LTU,"Apr 7, 2020",14,1
Lithuania,LTU,"Apr 8, 2020",15,1
Lithuania,LTU,"Apr 9, 2020",15,
Lithuania,LTU,"Apr 10, 2020",15,
Lithuania,LTU,"Apr 11, 2020",17,2
Lithuania,LTU,"Apr 12, 2020",23,6
Lithuania,LTU,"Apr 13, 2020",24,1
Lithuania,LTU,"Apr 14, 2020",24,
Lithuania,LTU,"Apr 15, 2020",24,
Lithuania,LTU,"Apr 16, 2020",29,5
Lithuania,LTU,"Apr 17, 2020",32,3
Lithuania,LTU,"Apr 18, 2020",33,1
Lithuania,LTU,"Apr 19, 2020",33,
Lithuania,LTU,"Apr 20, 2020",36,3
Lithuania,LTU,"Apr 21, 2020",37,1
Lithuania,LTU,"Apr 22, 2020",38,1
Lithuania,LTU,"Apr 23, 2020",38,
Lithuania,LTU,"Apr 24, 2020",40,2
Lithuania,LTU,"Apr 25, 2020",40,
Lithuania,LTU,"Apr 26, 2020",41,1
Lithuania,LTU,"Apr 27, 2020",41,
Low income,,"Mar 19, 2020",1,1
Low income,,"Mar 20, 2020",1,
Low income,,"Mar 21, 2020",1,
Low income,,"Mar 22, 2020",4,3
Low income,,"Mar 23, 2020",5,1
Low income,,"Mar 24, 2020",7,2
Low income,,"Mar 25, 2020",9,2
Low income,,"Mar 26, 2020",9,
Low income,,"Mar 27, 2020",10,1
Low income,,"Mar 28, 2020",12,2
Low income,,"Mar 29, 2020",22,10
Low income,,"Mar 30, 2020",26,4
Low income,,"Mar 31, 2020",32,6
Low income,,"Apr 1, 2020",33,1
Low income,,"Apr 2, 2020",41,8
Low income,,"Apr 3, 2020",45,4
Low income,,"Apr 4, 2020",48,3
Low income,,"Apr 5, 2020",55,7
Low income,,"Apr 6, 2020",69,14
Low income,,"Apr 7, 2020",71,2
Low income,,"Apr 8, 2020",79,8
Low income,,"Apr 9, 2020",91,12
Low income,,"Apr 10, 2020",95,4
Low income,,"Apr 11, 2020",99,4
Low income,,"Apr 12, 2020",108,9
Low income,,"Apr 13, 2020",111,3
Low income,,"Apr 14, 2020",118,7
Low income,,"Apr 15, 2020",128,10
Low income,,"Apr 16, 2020",138,10
Low income,,"Apr 17, 2020",146,8
Low income,,"Apr 18, 2020",159,13
Low income,,"Apr 19, 2020",163,4
Low income,,"Apr 20, 2020",172,9
Low income,,"Apr 21, 2020",178,6
Low income,,"Apr 22, 2020",184,6
Low income,,"Apr 23, 2020",203,19
Low income,,"Apr 24, 2020",215,12
Low income,,"Apr 25, 2020",223,8
Low income,,"Apr 26, 2020",237,14
Low income,,"Apr 27, 2020",271,34
Lower middle income,,"Feb 2, 2020",1,1
Lower middle income,,"Feb 3, 2020",1,
Lower middle income,,"Feb 4, 2020",1,
Lower middle income,,"Feb 5, 2020",1,
Lower middle income,,"Feb 6, 2020",1,
Lower middle income,,"Feb 7, 2020",1,
Lower middle income,,"Feb 8, 2020",1,
Lower middle income,,"Feb 9, 2020",1,
Lower middle income,,"Feb 10, 2020",1,
Lower middle income,,"Feb 11, 2020",1,
Lower middle income,,"Feb 12, 2020",1,
Lower middle income,,"Feb 13, 2020",1,
Lower middle income,,"Feb 14, 2020",1,
Lower middle income,,"Feb 15, 2020",1,
Lower middle income,,"Feb 16, 2020",1,
Lower middle income,,"Feb 17, 2020",1,
Lower middle income,,"Feb 18, 2020",1,
Lower middle income,,"Feb 19, 2020",1,
Lower middle income,,"Feb 20, 2020",1,
Lower middle income,,"Feb 21, 2020",1,
Lower middle income,,"Feb 22, 2020",1,
Lower middle income,,"Feb 23, 2020",1,
Lower middle income,,"Feb 24, 2020",1,
Lower middle income,,"Feb 25, 2020",1,
Lower middle income,,"Feb 26, 2020",1,
Lower middle income,,"Feb 27, 2020",1,
Lower middle income,,"Feb 28, 2020",1,
Lower middle income,,"Feb 29, 2020",1,
Lower middle income,,"Mar 1, 2020",1,
Lower middle income,,"Mar 2, 2020",1,
Lower middle income,,"Mar 3, 2020",1,
Lower middle income,,"Mar 4, 2020",1,
Lower middle income,,"Mar 5, 2020",1,
Lower middle income,,"Mar 6, 2020",1,
Lower middle income,,"Mar 7, 2020",1,
Lower middle income,,"Mar 8, 2020",1,
Lower middle income,,"Mar 9, 2020",2,1
Lower middle income,,"Mar 10, 2020",2,
Lower middle income,,"Mar 11, 2020",2,
Lower middle income,,"Mar 12, 2020",5,3
Lower middle income,,"Mar 13, 2020",7,2
Lower middle income,,"Mar 14, 2020",15,8
Lower middle income,,"Mar 15, 2020",16,1
Lower middle income,,"Mar 16, 2020",23,7
Lower middle income,,"Mar 17, 2020",24,1
Lower middle income,,"Mar 18, 2020",29,5
Lower middle income,,"Mar 19, 2020",37,8
Lower middle income,,"Mar 20, 2020",55,18
Lower middle income,,"Mar 21, 2020",66,11
Lower middle income,,"Mar 22, 2020",90,24
Lower middle income,,"Mar 23, 2020",111,21
Lower middle income,,"Mar 24, 2020",130,19
Lower middle income,,"Mar 25, 2020",148,18
Lower middle income,,"Mar 26, 2020",167,19
Lower middle income,,"Mar 27, 2020",207,40
Lower middle income,,"Mar 28, 2020",246,39
Lower middle income,,"Mar 29, 2020",297,51
Lower middle income,,"Mar 30, 2020",337,40
Lower middle income,,"Mar 31, 2020",393,56
Lower middle income,,"Apr 1, 2020",439,46
Lower middle income,,"Apr 2, 2020",514,75
Lower middle income,,"Apr 3, 2020",567,53
Lower middle income,,"Apr 4, 2020",628,61
Lower middle income,,"Apr 5, 2020",718,90
Lower middle income,,"Apr 6, 2020",811,93
Lower middle income,,"Apr 7, 2020",879,68
Lower middle income,,"Apr 8, 2020",980,101
Lower middle income,,"Apr 9, 2020",1074,94
Lower middle income,,"Apr 10, 2020",1207,133
Lower middle income,,"Apr 11, 2020",1327,120
Lower middle income,,"Apr 12, 2020",1481,154
Lower middle income,,"Apr 13, 2020",1665,184
Lower middle income,,"Apr 14, 2020",1784,119
Lower middle income,,"Apr 15, 2020",1955,171
Lower middle income,,"Apr 16, 2020",2075,120
Lower middle income,,"Apr 17, 2020",2208,133
Lower middle income,,"Apr 18, 2020",2360,152
Lower middle income,,"Apr 19, 2020",2483,123
Lower middle income,,"Apr 20, 2020",2670,187
Lower middle income,,"Apr 21, 2020",2803,133
Lower middle income,,"Apr 22, 2020",2956,153
Lower middle income,,"Apr 23, 2020",3069,113
Lower middle income,,"Apr 24, 2020",3209,140
Lower middle income,,"Apr 25, 2020",3389,180
Lower middle income,,"Apr 26, 2020",3564,175
Lower middle income,,"Apr 27, 2020",3695,131
Luxembourg,LUX,"Mar 14, 2020",1,1
Luxembourg,LUX,"Mar 16, 2020",1,
Luxembourg,LUX,"Mar 17, 2020",1,
Luxembourg,LUX,"Mar 18, 2020",1,
Luxembourg,LUX,"Mar 19, 2020",2,1
Luxembourg,LUX,"Mar 20, 2020",4,2
Luxembourg,LUX,"Mar 21, 2020",5,1
Luxembourg,LUX,"Mar 22, 2020",8,3
Luxembourg,LUX,"Mar 23, 2020",8,
Luxembourg,LUX,"Mar 24, 2020",8,
Luxembourg,LUX,"Mar 25, 2020",8,
Luxembourg,LUX,"Mar 26, 2020",8,
Luxembourg,LUX,"Mar 27, 2020",9,1
Luxembourg,LUX,"Mar 28, 2020",15,6
Luxembourg,LUX,"Mar 29, 2020",18,3
Luxembourg,LUX,"Mar 30, 2020",21,3
Luxembourg,LUX,"Mar 31, 2020",22,1
Luxembourg,LUX,"Apr 1, 2020",23,1
Luxembourg,LUX,"Apr 2, 2020",29,6
Luxembourg,LUX,"Apr 3, 2020",30,1
Luxembourg,LUX,"Apr 4, 2020",31,1
Luxembourg,LUX,"Apr 5, 2020",31,
Luxembourg,LUX,"Apr 6, 2020",36,5
Luxembourg,LUX,"Apr 7, 2020",41,5
Luxembourg,LUX,"Apr 8, 2020",44,3
Luxembourg,LUX,"Apr 9, 2020",46,2
Luxembourg,LUX,"Apr 10, 2020",52,6
Luxembourg,LUX,"Apr 11, 2020",54,2
Luxembourg,LUX,"Apr 12, 2020",62,8
Luxembourg,LUX,"Apr 13, 2020",66,4
Luxembourg,LUX,"Apr 14, 2020",67,1
Luxembourg,LUX,"Apr 15, 2020",67,
Luxembourg,LUX,"Apr 16, 2020",69,2
Luxembourg,LUX,"Apr 17, 2020",69,
Luxembourg,LUX,"Apr 18, 2020",72,3
Luxembourg,LUX,"Apr 19, 2020",72,
Luxembourg,LUX,"Apr 20, 2020",73,1
Luxembourg,LUX,"Apr 21, 2020",75,2
Luxembourg,LUX,"Apr 22, 2020",78,3
Luxembourg,LUX,"Apr 23, 2020",80,2
Luxembourg,LUX,"Apr 24, 2020",83,3
Luxembourg,LUX,"Apr 25, 2020",85,2
Luxembourg,LUX,"Apr 26, 2020",85,
Luxembourg,LUX,"Apr 27, 2020",88,3
Macedonia,MKD,"Mar 23, 2020",1,1
Macedonia,MKD,"Mar 24, 2020",2,1
Macedonia,MKD,"Mar 25, 2020",2,
Macedonia,MKD,"Mar 26, 2020",2,
Macedonia,MKD,"Mar 27, 2020",3,1
Macedonia,MKD,"Mar 28, 2020",3,
Macedonia,MKD,"Mar 29, 2020",4,1
Macedonia,MKD,"Mar 30, 2020",6,2
Macedonia,MKD,"Mar 31, 2020",7,1
Macedonia,MKD,"Apr 1, 2020",9,2
Macedonia,MKD,"Apr 2, 2020",10,1
Macedonia,MKD,"Apr 3, 2020",11,1
Macedonia,MKD,"Apr 4, 2020",12,1
Macedonia,MKD,"Apr 5, 2020",17,5
Macedonia,MKD,"Apr 6, 2020",17,
Macedonia,MKD,"Apr 7, 2020",21,4
Macedonia,MKD,"Apr 8, 2020",26,5
Macedonia,MKD,"Apr 9, 2020",30,4
Macedonia,MKD,"Apr 10, 2020",32,2
Macedonia,MKD,"Apr 11, 2020",32,
Macedonia,MKD,"Apr 12, 2020",34,2
Macedonia,MKD,"Apr 13, 2020",34,
Macedonia,MKD,"Apr 14, 2020",38,4
Macedonia,MKD,"Apr 15, 2020",44,6
Macedonia,MKD,"Apr 16, 2020",45,1
Macedonia,MKD,"Apr 17, 2020",46,1
Macedonia,MKD,"Apr 18, 2020",49,3
Macedonia,MKD,"Apr 19, 2020",49,
Macedonia,MKD,"Apr 20, 2020",51,2
Macedonia,MKD,"Apr 21, 2020",54,3
Macedonia,MKD,"Apr 22, 2020",55,1
Macedonia,MKD,"Apr 23, 2020",56,1
Macedonia,MKD,"Apr 24, 2020",56,
Macedonia,MKD,"Apr 25, 2020",57,1
Macedonia,MKD,"Apr 26, 2020",59,2
Macedonia,MKD,"Apr 27, 2020",61,2
Malawi,MWI,"Apr 8, 2020",1,1
Malawi,MWI,"Apr 9, 2020",1,
Malawi,MWI,"Apr 10, 2020",1,
Malawi,MWI,"Apr 11, 2020",1,
Malawi,MWI,"Apr 12, 2020",2,1
Malawi,MWI,"Apr 13, 2020",2,
Malawi,MWI,"Apr 14, 2020",2,
Malawi,MWI,"Apr 15, 2020",2,
Malawi,MWI,"Apr 16, 2020",2,
Malawi,MWI,"Apr 17, 2020",2,
Malawi,MWI,"Apr 18, 2020",2,
Malawi,MWI,"Apr 19, 2020",2,
Malawi,MWI,"Apr 20, 2020",2,
Malawi,MWI,"Apr 21, 2020",2,
Malawi,MWI,"Apr 22, 2020",2,
Malawi,MWI,"Apr 23, 2020",3,1
Malawi,MWI,"Apr 24, 2020",3,
Malawi,MWI,"Apr 25, 2020",3,
Malawi,MWI,"Apr 26, 2020",3,
Malawi,MWI,"Apr 27, 2020",3,
Malaysia,MYS,"Mar 18, 2020",2,2
Malaysia,MYS,"Mar 19, 2020",2,
Malaysia,MYS,"Mar 20, 2020",2,
Malaysia,MYS,"Mar 21, 2020",2,
Malaysia,MYS,"Mar 22, 2020",4,2
Malaysia,MYS,"Mar 23, 2020",10,6
Malaysia,MYS,"Mar 24, 2020",14,4
Malaysia,MYS,"Mar 25, 2020",15,1
Malaysia,MYS,"Mar 26, 2020",19,4
Malaysia,MYS,"Mar 27, 2020",23,4
Malaysia,MYS,"Mar 28, 2020",26,3
Malaysia,MYS,"Mar 29, 2020",27,1
Malaysia,MYS,"Mar 30, 2020",34,7
Malaysia,MYS,"Mar 31, 2020",37,3
Malaysia,MYS,"Apr 1, 2020",43,6
Malaysia,MYS,"Apr 2, 2020",45,2
Malaysia,MYS,"Apr 3, 2020",50,5
Malaysia,MYS,"Apr 4, 2020",53,3
Malaysia,MYS,"Apr 5, 2020",57,4
Malaysia,MYS,"Apr 6, 2020",61,4
Malaysia,MYS,"Apr 7, 2020",62,1
Malaysia,MYS,"Apr 8, 2020",63,1
Malaysia,MYS,"Apr 9, 2020",65,2
Malaysia,MYS,"Apr 10, 2020",67,2
Malaysia,MYS,"Apr 11, 2020",70,3
Malaysia,MYS,"Apr 12, 2020",73,3
Malaysia,MYS,"Apr 13, 2020",76,3
Malaysia,MYS,"Apr 14, 2020",77,1
Malaysia,MYS,"Apr 15, 2020",82,5
Malaysia,MYS,"Apr 16, 2020",83,1
Malaysia,MYS,"Apr 17, 2020",84,1
Malaysia,MYS,"Apr 18, 2020",86,2
Malaysia,MYS,"Apr 19, 2020",88,2
Malaysia,MYS,"Apr 20, 2020",89,1
Malaysia,MYS,"Apr 21, 2020",89,
Malaysia,MYS,"Apr 22, 2020",92,3
Malaysia,MYS,"Apr 23, 2020",93,1
Malaysia,MYS,"Apr 24, 2020",95,2
Malaysia,MYS,"Apr 25, 2020",96,1
Malaysia,MYS,"Apr 26, 2020",98,2
Malaysia,MYS,"Apr 27, 2020",98,
Mali,MLI,"Apr 1, 2020",1,1
Mali,MLI,"Apr 2, 2020",1,
Mali,MLI,"Apr 3, 2020",3,2
Mali,MLI,"Apr 4, 2020",3,
Mali,MLI,"Apr 5, 2020",3,
Mali,MLI,"Apr 6, 2020",5,2
Mali,MLI,"Apr 7, 2020",5,
Mali,MLI,"Apr 8, 2020",5,
Mali,MLI,"Apr 9, 2020",7,2
Mali,MLI,"Apr 10, 2020",7,
Mali,MLI,"Apr 11, 2020",7,
Mali,MLI,"Apr 12, 2020",9,2
Mali,MLI,"Apr 13, 2020",9,
Mali,MLI,"Apr 14, 2020",10,1
Mali,MLI,"Apr 15, 2020",13,3
Mali,MLI,"Apr 16, 2020",13,
Mali,MLI,"Apr 17, 2020",13,
Mali,MLI,"Apr 18, 2020",13,
Mali,MLI,"Apr 19, 2020",13,
Mali,MLI,"Apr 20, 2020",14,1
Mali,MLI,"Apr 21, 2020",14,
Mali,MLI,"Apr 22, 2020",14,
Mali,MLI,"Apr 23, 2020",17,3
Mali,MLI,"Apr 24, 2020",21,4
Mali,MLI,"Apr 25, 2020",21,
Mali,MLI,"Apr 26, 2020",21,
Mali,MLI,"Apr 27, 2020",23,2
Malta,MLT,"Apr 9, 2020",1,1
Malta,MLT,"Apr 10, 2020",2,1
Malta,MLT,"Apr 11, 2020",2,
Malta,MLT,"Apr 12, 2020",3,1
Malta,MLT,"Apr 13, 2020",3,
Malta,MLT,"Apr 14, 2020",3,
Malta,MLT,"Apr 15, 2020",3,
Malta,MLT,"Apr 16, 2020",3,
Malta,MLT,"Apr 17, 2020",3,
Malta,MLT,"Apr 18, 2020",3,
Malta,MLT,"Apr 19, 2020",3,
Malta,MLT,"Apr 20, 2020",3,
Malta,MLT,"Apr 21, 2020",3,
Malta,MLT,"Apr 22, 2020",3,
Malta,MLT,"Apr 23, 2020",3,
Malta,MLT,"Apr 24, 2020",3,
Malta,MLT,"Apr 25, 2020",3,
Malta,MLT,"Apr 26, 2020",4,1
Malta,MLT,"Apr 27, 2020",4,
Mauritania,MRT,"Apr 3, 2020",1,1
Mauritania,MRT,"Apr 4, 2020",1,
Mauritania,MRT,"Apr 5, 2020",1,
Mauritania,MRT,"Apr 6, 2020",1,
Mauritania,MRT,"Apr 7, 2020",1,
Mauritania,MRT,"Apr 8, 2020",1,
Mauritania,MRT,"Apr 9, 2020",1,
Mauritania,MRT,"Apr 10, 2020",1,
Mauritania,MRT,"Apr 11, 2020",1,
Mauritania,MRT,"Apr 12, 2020",1,
Mauritania,MRT,"Apr 13, 2020",1,
Mauritania,MRT,"Apr 14, 2020",1,
Mauritania,MRT,"Apr 15, 2020",1,
Mauritania,MRT,"Apr 16, 2020",1,
Mauritania,MRT,"Apr 17, 2020",1,
Mauritania,MRT,"Apr 18, 2020",1,
Mauritania,MRT,"Apr 19, 2020",1,
Mauritania,MRT,"Apr 20, 2020",1,
Mauritania,MRT,"Apr 21, 2020",1,
Mauritania,MRT,"Apr 22, 2020",1,
Mauritania,MRT,"Apr 23, 2020",1,
Mauritania,MRT,"Apr 24, 2020",1,
Mauritania,MRT,"Apr 25, 2020",1,
Mauritania,MRT,"Apr 26, 2020",1,
Mauritania,MRT,"Apr 27, 2020",1,
Mauritius,MUS,"Mar 22, 2020",1,1
Mauritius,MUS,"Mar 23, 2020",2,1
Mauritius,MUS,"Mar 24, 2020",2,
Mauritius,MUS,"Mar 25, 2020",2,
Mauritius,MUS,"Mar 26, 2020",2,
Mauritius,MUS,"Mar 27, 2020",2,
Mauritius,MUS,"Mar 28, 2020",2,
Mauritius,MUS,"Mar 29, 2020",2,
Mauritius,MUS,"Mar 30, 2020",3,1
Mauritius,MUS,"Mar 31, 2020",3,
Mauritius,MUS,"Apr 1, 2020",3,
Mauritius,MUS,"Apr 2, 2020",5,2
Mauritius,MUS,"Apr 3, 2020",7,2
Mauritius,MUS,"Apr 4, 2020",7,
Mauritius,MUS,"Apr 5, 2020",7,
Mauritius,MUS,"Apr 6, 2020",7,
Mauritius,MUS,"Apr 7, 2020",7,
Mauritius,MUS,"Apr 8, 2020",7,
Mauritius,MUS,"Apr 9, 2020",7,
Mauritius,MUS,"Apr 10, 2020",7,
Mauritius,MUS,"Apr 11, 2020",9,2
Mauritius,MUS,"Apr 12, 2020",9,
Mauritius,MUS,"Apr 13, 2020",9,
Mauritius,MUS,"Apr 14, 2020",9,
Mauritius,MUS,"Apr 15, 2020",9,
Mauritius,MUS,"Apr 16, 2020",9,
Mauritius,MUS,"Apr 17, 2020",9,
Mauritius,MUS,"Apr 18, 2020",9,
Mauritius,MUS,"Apr 19, 2020",9,
Mauritius,MUS,"Apr 20, 2020",9,
Mauritius,MUS,"Apr 21, 2020",9,
Mauritius,MUS,"Apr 22, 2020",9,
Mauritius,MUS,"Apr 23, 2020",9,
Mauritius,MUS,"Apr 24, 2020",9,
Mauritius,MUS,"Apr 25, 2020",9,
Mauritius,MUS,"Apr 26, 2020",9,
Mauritius,MUS,"Apr 27, 2020",9,
Mexico,MEX,"Mar 21, 2020",2,2
Mexico,MEX,"Mar 22, 2020",2,
Mexico,MEX,"Mar 23, 2020",2,
Mexico,MEX,"Mar 24, 2020",4,2
Mexico,MEX,"Mar 25, 2020",5,1
Mexico,MEX,"Mar 26, 2020",5,
Mexico,MEX,"Mar 27, 2020",8,3
Mexico,MEX,"Mar 28, 2020",12,4
Mexico,MEX,"Mar 29, 2020",16,4
Mexico,MEX,"Mar 30, 2020",20,4
Mexico,MEX,"Mar 31, 2020",28,8
Mexico,MEX,"Apr 1, 2020",29,1
Mexico,MEX,"Apr 2, 2020",37,8
Mexico,MEX,"Apr 3, 2020",50,13
Mexico,MEX,"Apr 4, 2020",60,10
Mexico,MEX,"Apr 5, 2020",79,19
Mexico,MEX,"Apr 6, 2020",94,15
Mexico,MEX,"Apr 7, 2020",125,31
Mexico,MEX,"Apr 8, 2020",141,16
Mexico,MEX,"Apr 9, 2020",174,33
Mexico,MEX,"Apr 10, 2020",194,20
Mexico,MEX,"Apr 11, 2020",233,39
Mexico,MEX,"Apr 12, 2020",273,40
Mexico,MEX,"Apr 13, 2020",296,23
Mexico,MEX,"Apr 14, 2020",332,36
Mexico,MEX,"Apr 15, 2020",406,74
Mexico,MEX,"Apr 16, 2020",449,43
Mexico,MEX,"Apr 17, 2020",486,37
Mexico,MEX,"Apr 18, 2020",546,60
Mexico,MEX,"Apr 19, 2020",650,104
Mexico,MEX,"Apr 20, 2020",686,36
Mexico,MEX,"Apr 21, 2020",712,26
Mexico,MEX,"Apr 22, 2020",857,145
Mexico,MEX,"Apr 23, 2020",970,113
Mexico,MEX,"Apr 24, 2020",1069,99
Mexico,MEX,"Apr 25, 2020",1221,152
Mexico,MEX,"Apr 26, 2020",1305,84
Mexico,MEX,"Apr 27, 2020",1351,46
Moldova,MDA,"Mar 19, 2020",1,1
Moldova,MDA,"Mar 20, 2020",1,
Moldova,MDA,"Mar 21, 2020",1,
Moldova,MDA,"Mar 22, 2020",1,
Moldova,MDA,"Mar 23, 2020",1,
Moldova,MDA,"Mar 24, 2020",1,
Moldova,MDA,"Mar 25, 2020",1,
Moldova,MDA,"Mar 26, 2020",1,
Moldova,MDA,"Mar 27, 2020",1,
Moldova,MDA,"Mar 28, 2020",2,1
Moldova,MDA,"Mar 29, 2020",2,
Moldova,MDA,"Mar 30, 2020",2,
Moldova,MDA,"Mar 31, 2020",2,
Moldova,MDA,"Apr 1, 2020",4,2
Moldova,MDA,"Apr 2, 2020",5,1
Moldova,MDA,"Apr 3, 2020",6,1
Moldova,MDA,"Apr 4, 2020",8,2
Moldova,MDA,"Apr 5, 2020",12,4
Moldova,MDA,"Apr 6, 2020",15,3
Moldova,MDA,"Apr 7, 2020",19,4
Moldova,MDA,"Apr 8, 2020",22,3
Moldova,MDA,"Apr 9, 2020",27,5
Moldova,MDA,"Apr 10, 2020",29,2
Moldova,MDA,"Apr 11, 2020",29,
Moldova,MDA,"Apr 12, 2020",30,1
Moldova,MDA,"Apr 13, 2020",32,2
Moldova,MDA,"Apr 14, 2020",36,4
Moldova,MDA,"Apr 15, 2020",40,4
Moldova,MDA,"Apr 16, 2020",46,6
Moldova,MDA,"Apr 17, 2020",54,8
Moldova,MDA,"Apr 18, 2020",56,2
Moldova,MDA,"Apr 19, 2020",60,4
Moldova,MDA,"Apr 20, 2020",67,7
Moldova,MDA,"Apr 21, 2020",70,3
Moldova,MDA,"Apr 22, 2020",73,3
Moldova,MDA,"Apr 23, 2020",76,3
Moldova,MDA,"Apr 24, 2020",80,4
Moldova,MDA,"Apr 25, 2020",87,7
Moldova,MDA,"Apr 26, 2020",94,7
Moldova,MDA,"Apr 27, 2020",96,2
Monaco,MCO,"Apr 5, 2020",2,2
Monaco,MCO,"Apr 6, 2020",2,
Monaco,MCO,"Apr 7, 2020",2,
Monaco,MCO,"Apr 8, 2020",2,
Monaco,MCO,"Apr 9, 2020",2,
Monaco,MCO,"Apr 10, 2020",2,
Monaco,MCO,"Apr 11, 2020",2,
Monaco,MCO,"Apr 12, 2020",2,
Monaco,MCO,"Apr 13, 2020",2,
Monaco,MCO,"Apr 14, 2020",2,
Monaco,MCO,"Apr 15, 2020",2,
Monaco,MCO,"Apr 16, 2020",3,1
Monaco,MCO,"Apr 17, 2020",3,
Monaco,MCO,"Apr 18, 2020",3,
Monaco,MCO,"Apr 19, 2020",3,
